,Reviews_Lower,POSTag
1494,"i really love the way this conditioner smells, but i'm not a fan of how weighted down my hair feels. i use it with the mask and shampoo, and i feel like it's just a little too much. i'll still use the bottle up but probably won't purchase again. i received this conditioner complimentary from influenster but my opinions are my own this review was collected as part of a promotion.","[('realli', 'NNS'), ('love', 'VBP'), ('way', 'NN'), ('condition', 'NN'), ('smell', 'VBP'), ('im', 'JJ'), ('fan', 'NN'), ('weight', 'VBD'), ('hair', 'NN'), ('feel', 'NN'), ('use', 'NN'), ('mask', 'NN'), ('shampoo', 'NN'), ('feel', 'VBP'), ('like', 'IN'), ('littl', 'RB'), ('much', 'JJ'), ('ill', 'NN'), ('still', 'RB'), ('use', 'VB'), ('bottl', 'JJ'), ('probabl', 'NN'), ('purchas', 'NN'), ('again', 'RB'), ('receiv', 'JJ'), ('condition', 'NN'), ('complimentari', 'NN'), ('influenst', 'JJ'), ('opinion', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1495,"i received these products from influenster to test and review for free but all opinions are my own. i really like the pre-shampoo, the actual shampoo isn't much to write home about for me but i would definitely recommend the conditioner. the smell of all 3 products is amazing. the conditioner makes my hair feel so smooth and soft but not nearly as oily or heavy as others. i will definitely continue using this product! this review was collected as part of a promotion.","[('receiv', 'JJ'), ('product', 'NN'), ('influenst', 'JJ'), ('test', 'NN'), ('review', 'NN'), ('free', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('realli', 'NN'), ('like', 'IN'), ('preshampoo', 'NN'), ('actual', 'JJ'), ('shampoo', 'NN'), ('much', 'JJ'), ('write', 'NN'), ('home', 'NN'), ('would', 'MD'), ('definit', 'VB'), ('recommend', 'VB'), ('conditioner', 'NN'), ('smell', 'JJ'), ('product', 'NN'), ('amazing', 'JJ'), ('condition', 'NN'), ('make', 'VBP'), ('hair', 'NN'), ('feel', 'VB'), ('smooth', 'JJ'), ('soft', 'JJ'), ('nearli', 'NNS'), ('oili', 'VBP'), ('heavi', 'JJ'), ('others', 'NNS'), ('definit', 'VBP'), ('continu', 'JJ'), ('use', 'NN'), ('product', 'NN'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
1496,i received this product to test out but these opinions are all mine i was very impressed by this conditioner it smells great and it made my hair very soft this review was collected as part of a promotion.,"[('receiv', 'JJ'), ('product', 'NN'), ('test', 'NN'), ('opinion', 'NN'), ('mine', 'NN'), ('impress', 'JJ'), ('condition', 'NN'), ('smell', 'NN'), ('great', 'JJ'), ('made', 'VBN'), ('hair', 'NN'), ('soft', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1497,"i received this to sample but all opinions are my own. i really liked this conditioner. it smelled good and made my hair feel less oily. my curly ethnic hair needs a lot of moisture and even though you would expect this product to be more drying, it wasn't. it is a great drugstore purchase that i will be using in the future. this review was collected as part of a promotion.","[('receiv', 'NN'), ('sampl', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('realli', 'NN'), ('like', 'IN'), ('conditioner', 'NN'), ('smell', 'NN'), ('good', 'JJ'), ('made', 'VBN'), ('hair', 'NN'), ('feel', 'VB'), ('le', 'JJ'), ('oily', 'RB'), ('curli', 'VBZ'), ('ethnic', 'JJ'), ('hair', 'NN'), ('need', 'VBP'), ('lot', 'NN'), ('moistur', 'VB'), ('even', 'RB'), ('though', 'IN'), ('would', 'MD'), ('expect', 'VB'), ('product', 'NN'), ('drying', 'VBG'), ('wasnt', 'JJ'), ('great', 'JJ'), ('drugstor', 'NN'), ('purchas', 'NN'), ('use', 'NN'), ('future', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1498,overall this is a decent conditioner...and i get that the point of this system is to reduce oily roots...but the conditioner didn't help to rehydrate my ends as much as the needed to be given the drying affects of the shampoo. i always condition just the ends of my hair out of habit given my oily roots to i feel this left a little to be desired. overall i am glad i got to try this product via my influenster voxbox. this review was collected as part of a promotion.,"[('overal', 'JJ'), ('decent', 'NN'), ('conditionerand', 'NN'), ('get', 'VB'), ('point', 'NN'), ('system', 'NN'), ('reduc', 'JJ'), ('oili', 'NN'), ('rootsbut', 'NN'), ('condition', 'NN'), ('help', 'NN'), ('rehydr', 'VB'), ('end', 'VB'), ('much', 'JJ'), ('need', 'NN'), ('given', 'VBN'), ('dri', 'VB'), ('affect', 'JJ'), ('shampoo', 'NN'), ('alway', 'RB'), ('condit', 'JJ'), ('end', 'NN'), ('hair', 'NN'), ('habit', 'NN'), ('given', 'VBN'), ('oili', 'JJ'), ('root', 'NN'), ('feel', 'NN'), ('left', 'VBD'), ('littl', 'JJ'), ('desired', 'JJ'), ('overal', 'JJ'), ('glad', 'NN'), ('got', 'VBD'), ('tri', 'JJ'), ('product', 'NN'), ('via', 'IN'), ('influenst', 'JJ'), ('voxbox', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1499,"i was sent this extraordinary clay line from influenster and loreal complimentary for testing purposes. my reviews are my own personal opinions based on using the entire line in full multiple times. the conditioner was thicker and since i have long hair i always add a little extra especially on my dry tips. i left it for a good 3-5 minutes. scent was great, left hair feeling soft and hydrated. this review was collected as part of a promotion.","[('sent', 'NN'), ('extraordinari', 'NN'), ('clay', 'NN'), ('line', 'NN'), ('influenst', 'JJ'), ('loreal', 'NN'), ('complimentari', 'JJ'), ('test', 'NN'), ('purpose', 'NN'), ('review', 'NN'), ('person', 'NN'), ('opinion', 'NN'), ('base', 'NN'), ('use', 'NN'), ('entir', 'JJ'), ('line', 'NN'), ('full', 'JJ'), ('multipl', 'NN'), ('time', 'NN'), ('condition', 'NN'), ('thicker', 'NN'), ('sinc', 'NN'), ('long', 'RB'), ('hair', 'JJ'), ('alway', 'RB'), ('add', 'VBP'), ('littl', 'JJ'), ('extra', 'JJ'), ('especi', 'NN'), ('dri', 'NN'), ('tip', 'NN'), ('left', 'VBD'), ('good', 'JJ'), ('minute', 'NN'), ('scent', 'NN'), ('great', 'JJ'), ('left', 'VBD'), ('hair', 'JJ'), ('feel', 'NN'), ('soft', 'JJ'), ('hydrated', 'VBN'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
1500,i received this product complimentary from influenster to test and use and i absolutely love it. this product isn't to heavy and doesn't weigh my hair down. it leaves my hair feeling rich and soft. it's a great product. in the past this conditioner has left my hair feeling greasy but not this one. this review was collected as part of a promotion.,"[('receiv', 'JJ'), ('product', 'NN'), ('complimentari', 'NN'), ('influenst', 'JJ'), ('test', 'NN'), ('use', 'NN'), ('absolut', 'NN'), ('love', 'IN'), ('it', 'PRP'), ('product', 'NN'), ('heavi', 'VBZ'), ('weigh', 'JJ'), ('hair', 'NN'), ('down', 'RP'), ('leav', 'RB'), ('hair', 'NN'), ('feel', 'VB'), ('rich', 'JJ'), ('soft', 'JJ'), ('great', 'JJ'), ('product', 'NN'), ('past', 'JJ'), ('condition', 'NN'), ('left', 'VBD'), ('hair', 'NN'), ('feel', 'VB'), ('greasi', 'JJ'), ('one', 'CD'), ('review', 'NN'), ('collect', 'VB'), ('part', 'NN'), ('promotion', 'NN')]"
1501,"to start off, i received this product free to test by influenster. i would say this is one of my new favorite conditioners. it leaves my hair feeling very smooth and i love the texture of the conditioner. for the price point, you can't beat it. i will say that this conditioner works best with the shampoo and pre-shampoo treatment. but if you're in the market for a new affordable conditioner, this should be one to check out on your list! this review was collected as part of a promotion.","[('start', 'VB'), ('off', 'RP'), ('receiv', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('test', 'NN'), ('influenster', 'NN'), ('would', 'MD'), ('say', 'VB'), ('one', 'CD'), ('new', 'JJ'), ('favorit', 'NN'), ('conditioner', 'NN'), ('leav', 'JJ'), ('hair', 'NN'), ('feel', 'VB'), ('smooth', 'JJ'), ('love', 'VB'), ('textur', 'NN'), ('conditioner', 'NN'), ('price', 'NN'), ('point', 'NN'), ('cant', 'NN'), ('beat', 'VBD'), ('it', 'PRP'), ('say', 'VB'), ('condition', 'NN'), ('work', 'NN'), ('best', 'RB'), ('shampoo', 'JJ'), ('preshampoo', 'NN'), ('treatment', 'NN'), ('market', 'NN'), ('new', 'JJ'), ('afford', 'NN'), ('conditioner', 'NN'), ('one', 'CD'), ('check', 'NN'), ('list', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1502,"this conditioner is fair , better than the shampoo. i have very dry hair and this conditioner actually softened my ends. it also smells great, my hair still remained very dry i wouldn't recoomend this product. i received these products free/complimentary for testing purposes, all opinions are my own. this review was collected as part of a promotion.","[('condition', 'NN'), ('fair', 'NN'), ('better', 'RBR'), ('shampoo', 'NN'), ('dri', 'JJ'), ('hair', 'NN'), ('condition', 'NN'), ('actual', 'JJ'), ('soften', 'JJ'), ('end', 'NN'), ('also', 'RB'), ('smell', 'RB'), ('great', 'JJ'), ('hair', 'NN'), ('still', 'RB'), ('remain', 'VBP'), ('dri', 'JJ'), ('recoomend', 'JJ'), ('product', 'NN'), ('receiv', 'NN'), ('product', 'NN'), ('freecomplimentari', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1503,the mask leaves my hair feeling too dry but this fixes it right up! my hair feels soft but not too oily afterwards. might be my new favorite. *received product free for review purposes* this review was collected as part of a promotion.,"[('mask', 'NN'), ('leav', 'VBZ'), ('hair', 'NN'), ('feel', 'VB'), ('dri', 'JJ'), ('fix', 'NN'), ('right', 'VBD'), ('up', 'RP'), ('hair', 'JJ'), ('feel', 'NN'), ('soft', 'JJ'), ('oili', 'NN'), ('afterwards', 'NNS'), ('might', 'MD'), ('new', 'JJ'), ('favorite', 'JJ'), ('receiv', 'NN'), ('product', 'NN'), ('free', 'JJ'), ('review', 'NN'), ('purpose', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1504,"i really like this conditioner. it detangled my hair, and left it light bouncy. i received this product for free, but that has no effect on my review. this review was collected as part of a promotion.","[('realli', 'NNS'), ('like', 'IN'), ('conditioner', 'NN'), ('detangl', 'NN'), ('hair', 'NN'), ('left', 'VBD'), ('light', 'JJ'), ('bouncy', 'NN'), ('receiv', 'VB'), ('product', 'NN'), ('free', 'JJ'), ('effect', 'NN'), ('review', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1505,i love this conditioner! super silky and creamy. runs through my hair nicely. smells amazing and on top of that it doesn't make my hair greasy! this review was collected as part of a promotion.,"[('love', 'NN'), ('conditioner', 'NN'), ('super', 'JJ'), ('silki', 'NN'), ('creamy', 'NNS'), ('run', 'VBP'), ('hair', 'NN'), ('nicely', 'RB'), ('smell', 'JJ'), ('amaz', 'RB'), ('top', 'JJ'), ('make', 'VBP'), ('hair', 'JJ'), ('greasy', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1506,i was sent this conditioner from influenster along with the hair mask and shampoo. i did really like this conditioner as my hair was soft and wasn't frizzy the next day. i also really like the smell. i tried to focus this on just the ends of my hair but i do get very tangly at the top of my head too. i used this sparingly at the top of my hair and i don't feel like it made me anymore oily than i was before. i am going to keep using this to see how my hair adjusts but so far i like it. this review was collected as part of a promotion.,"[('sent', 'JJ'), ('condition', 'NN'), ('influenst', 'NN'), ('along', 'IN'), ('hair', 'NN'), ('mask', 'NN'), ('shampoo', 'NN'), ('realli', 'VBP'), ('like', 'IN'), ('condition', 'NN'), ('hair', 'NN'), ('soft', 'JJ'), ('frizzi', 'NNS'), ('next', 'IN'), ('day', 'NN'), ('also', 'RB'), ('realli', 'VBP'), ('like', 'IN'), ('smell', 'NN'), ('tri', 'NN'), ('focu', 'JJ'), ('end', 'NN'), ('hair', 'NN'), ('get', 'VB'), ('tangli', 'JJ'), ('top', 'JJ'), ('head', 'NN'), ('too', 'RB'), ('use', 'JJ'), ('sparingli', 'JJ'), ('top', 'JJ'), ('hair', 'NN'), ('feel', 'NN'), ('like', 'IN'), ('made', 'VBN'), ('anymor', 'NN'), ('oili', 'NN'), ('before', 'IN'), ('go', 'NNS'), ('keep', 'VBP'), ('use', 'NN'), ('see', 'VBP'), ('hair', 'NN'), ('adjust', 'VBP'), ('far', 'RB'), ('like', 'IN'), ('it', 'PRP'), ('review', 'VB'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
1507,i received this product complimentary for testing purposes from influenster i really like this product it is super lightweight a little goes on a long way and it smells really good my hair felt really soft i really enjoyed this product this review was collected as part of a promotion.,"[('receiv', 'JJ'), ('product', 'NN'), ('complimentari', 'JJ'), ('test', 'NN'), ('purpos', 'NN'), ('influenst', 'VBP'), ('realli', 'NN'), ('like', 'IN'), ('product', 'NN'), ('super', 'NN'), ('lightweight', 'VBD'), ('littl', 'JJ'), ('goe', 'NNS'), ('long', 'JJ'), ('way', 'NN'), ('smell', 'NN'), ('realli', 'RB'), ('good', 'JJ'), ('hair', 'NN'), ('felt', 'VBD'), ('realli', 'JJ'), ('soft', 'JJ'), ('realli', 'NN'), ('enjoy', 'JJ'), ('product', 'NN'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
1508,"i think this 3 part system really did wonders on my hair. my hair felt soft and clean after using it. the conditioner had a nice scent too. i received these products free/complimentary for testing purposes, but all opinions are my own. this review was collected as part of a promotion.","[('think', 'VB'), ('part', 'NN'), ('system', 'NN'), ('realli', 'JJ'), ('wonder', 'NN'), ('hair', 'NN'), ('hair', 'NN'), ('felt', 'VBD'), ('soft', 'JJ'), ('clean', 'NN'), ('use', 'NN'), ('it', 'PRP'), ('condition', 'NN'), ('nice', 'JJ'), ('scent', 'NN'), ('too', 'RB'), ('receiv', 'JJ'), ('product', 'NN'), ('freecomplimentari', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1509,"out of all three, the conditioner was my favorite. the smell was a little better than the other two and it left my hair soft and manageable. i wouldn't buy this product because it simply does not meet my expectations. the smell is just too much for me. luckily, i received this product from influenster to try out and review. this review was collected as part of a promotion.","[('three', 'CD'), ('condition', 'NN'), ('favorite', 'RB'), ('smell', 'VBP'), ('littl', 'RB'), ('better', 'RB'), ('two', 'CD'), ('left', 'VBD'), ('hair', 'NN'), ('soft', 'JJ'), ('manageable', 'JJ'), ('buy', 'NN'), ('product', 'NN'), ('simpli', 'JJ'), ('meet', 'JJ'), ('expectation', 'NN'), ('smell', 'RB'), ('much', 'RB'), ('me', 'PRP'), ('luckily', 'JJ'), ('receiv', 'JJ'), ('product', 'NN'), ('influenst', 'NN'), ('tri', 'JJ'), ('review', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1510,smells extremely well paired with the shampoo. i like this product and it is a great price! i received this product complementary from influenster for testing purposes. this review was collected as part of a promotion.,"[('smell', 'NN'), ('extrem', 'RB'), ('well', 'RB'), ('pair', 'JJ'), ('shampoo', 'NNS'), ('like', 'IN'), ('product', 'NN'), ('great', 'JJ'), ('price', 'NN'), ('receiv', 'NNS'), ('product', 'NN'), ('complementari', 'NN'), ('influenst', 'JJ'), ('test', 'NN'), ('purpose', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1511,i have used this product for three weeks. i must say this is good as a shampoo as it cleans my hair easily and leaves hair with an amazing smell. the smell lasts longer on hair. but the only thing that i didn't like about the product is that it made my hair extra static during these winter months. i don't know if it is because of the shampoo combination or anything. i have got this through influenster to test and my opinion is honest and unbiased. this review was collected as part of a promotion.,"[('use', 'NN'), ('product', 'NN'), ('three', 'CD'), ('week', 'NN'), ('must', 'MD'), ('say', 'VB'), ('good', 'JJ'), ('shampoo', 'JJ'), ('clean', 'JJ'), ('hair', 'NN'), ('easili', 'NN'), ('leav', 'NN'), ('hair', 'NN'), ('amaz', 'NN'), ('smell', 'NN'), ('smell', 'NN'), ('last', 'JJ'), ('longer', 'JJR'), ('hair', 'JJ'), ('thing', 'NN'), ('like', 'IN'), ('product', 'NN'), ('made', 'VBN'), ('hair', 'NN'), ('extra', 'JJ'), ('static', 'JJ'), ('winter', 'NN'), ('month', 'NN'), ('know', 'VBP'), ('shampoo', 'NN'), ('combin', 'NN'), ('anything', 'NN'), ('got', 'VBD'), ('influenst', 'JJ'), ('test', 'NN'), ('opinion', 'NN'), ('honest', 'NN'), ('unbiased', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1512,"i waited to write a review on this product until i tried it several times. overall, i like the condtitioner a lot. mixed with the shampoo and mask, this product does the job. i did notice my hair seemed soft after drying. the oily roots were gone and the ends seemed to have a little more life to them. i think this product line could be great if a few things are changed. most importantly, the clay smell was not my favorite. it was too strong and i smelled it all day on my hair after. the conditioner does smell nice, but does not cover the clay smell. overall, i would try it again in the future, the idea is great. i received this product complimentary for testing purposes, but all opinions are my own. this review was collected as part of a promotion.","[('wait', 'NN'), ('write', 'WRB'), ('review', 'NN'), ('product', 'NN'), ('tri', 'VB'), ('sever', 'JJ'), ('time', 'NN'), ('overall', 'JJ'), ('like', 'IN'), ('condtition', 'NN'), ('lot', 'NN'), ('mix', 'NN'), ('shampoo', 'NN'), ('mask', 'NN'), ('product', 'NN'), ('job', 'NN'), ('notic', 'JJ'), ('hair', 'NN'), ('seem', 'VBP'), ('soft', 'JJ'), ('drying', 'VBG'), ('oili', 'JJ'), ('root', 'NN'), ('gone', 'VBN'), ('end', 'JJ'), ('seem', 'NN'), ('littl', 'JJ'), ('life', 'NN'), ('them', 'PRP'), ('think', 'VBP'), ('product', 'NN'), ('line', 'NN'), ('could', 'MD'), ('great', 'JJ'), ('thing', 'NN'), ('changed', 'VBD'), ('importantly', 'RB'), ('clay', 'VBN'), ('smell', 'RB'), ('favorite', 'JJ'), ('strong', 'JJ'), ('smell', 'NN'), ('day', 'NN'), ('hair', 'NN'), ('after', 'IN'), ('condition', 'NN'), ('smell', 'NN'), ('nice', 'JJ'), ('cover', 'NN'), ('clay', 'NN'), ('smell', 'VBP'), ('overall', 'RB'), ('would', 'MD'), ('tri', 'VB'), ('future', 'JJ'), ('idea', 'NN'), ('great', 'JJ'), ('receiv', 'JJ'), ('product', 'NN'), ('complimentari', 'NN'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1513,"i received this from influenster for review, this is my honest opinion. i love this stuff! i have thin oily hair, i have a hard time finding a condition product that makes my hair soft but not oily. the price is great too! this review was collected as part of a promotion.","[('receiv', 'NN'), ('influenst', 'NN'), ('review', 'NN'), ('honest', 'JJS'), ('opinion', 'NN'), ('love', 'NN'), ('stuff', 'NN'), ('thin', 'JJ'), ('oili', 'RB'), ('hair', 'JJ'), ('hard', 'JJ'), ('time', 'NN'), ('find', 'VB'), ('condit', 'JJ'), ('product', 'NN'), ('make', 'VBP'), ('hair', 'NN'), ('soft', 'JJ'), ('oily', 'RB'), ('price', 'NN'), ('great', 'JJ'), ('too', 'RB'), ('review', 'JJ'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
1514,"this new haircare range is like nothing else i've ever tried out! i was so intrigued by the new clay technology i had to try it out and am so pleased with the results. this is because it leave my roots sumptuously soft and cleansed, and my usually very dry ends feeling very nourished- this is a must for anyone who feels like they have a nasty build up of products on their hair, and is feeling a bit of tlc this review was collected as part of a promotion.","[('new', 'JJ'), ('haircar', 'NN'), ('rang', 'NN'), ('like', 'IN'), ('noth', 'DT'), ('el', 'FW'), ('iv', 'NN'), ('ever', 'RB'), ('tri', 'VBZ'), ('out', 'RP'), ('intrigu', 'JJ'), ('new', 'JJ'), ('clay', 'NN'), ('technolog', 'NN'), ('tri', 'NN'), ('plea', 'NN'), ('result', 'NN'), ('leav', 'JJ'), ('root', 'NN'), ('sumptuous', 'JJ'), ('soft', 'JJ'), ('cleansed', 'VBN'), ('usual', 'JJ'), ('dri', 'JJ'), ('end', 'NN'), ('feel', 'NN'), ('nourished', 'VBD'), ('must', 'MD'), ('anyon', 'VB'), ('feel', 'NN'), ('like', 'IN'), ('nasti', 'JJ'), ('build', 'JJ'), ('product', 'NN'), ('hair', 'NN'), ('feel', 'VB'), ('bit', 'RB'), ('tlc', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1515,i received this complimentary through influenster in return for my honest review. my hair needs conditioner and this one compliments the extraordinary clay mask and shampoo very nicely. it leaves hair soft and easy to comb through. i always like using the matching conditioner with its shampoo because the products clearly compliment eachother. this review was collected as part of a promotion.,"[('receiv', 'NN'), ('complimentari', 'NN'), ('influenst', 'JJ'), ('return', 'NN'), ('honest', 'JJS'), ('review', 'NN'), ('hair', 'NN'), ('need', 'VBP'), ('condition', 'NN'), ('one', 'CD'), ('compliment', 'NN'), ('extraordinari', 'NN'), ('clay', 'NN'), ('mask', 'NN'), ('shampoo', 'NN'), ('nicely', 'RB'), ('leav', 'JJ'), ('hair', 'NN'), ('soft', 'JJ'), ('easi', 'NN'), ('comb', 'NN'), ('through', 'IN'), ('alway', 'NN'), ('like', 'IN'), ('use', 'NN'), ('match', 'NN'), ('condition', 'NN'), ('shampoo', 'JJ'), ('product', 'NN'), ('clearli', 'NN'), ('compliment', 'NN'), ('eachother', 'RB'), ('review', 'NN'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
1516,"i'm torn on this product. it was very hydrating and smelled great, but i think it is the main issue with the line for fine/oily hair. i did not get the 48 hours of wear that the line promised, but overall, i did like the product and will continue to use it. i received this product complimentary for testing purposes, but all opinions are my own. this review was collected as part of a promotion.","[('im', 'JJ'), ('torn', 'JJ'), ('product', 'NN'), ('hydrat', 'NN'), ('smell', 'VBP'), ('great', 'JJ'), ('think', 'VBP'), ('main', 'JJ'), ('issu', 'NN'), ('line', 'NN'), ('fineoili', 'VBP'), ('hair', 'NN'), ('get', 'VB'), ('hour', 'NN'), ('wear', 'JJ'), ('line', 'NN'), ('promised', 'VBN'), ('overall', 'JJ'), ('like', 'IN'), ('product', 'NN'), ('continu', 'NN'), ('use', 'NN'), ('it', 'PRP'), ('receiv', 'VBZ'), ('product', 'NN'), ('complimentari', 'JJ'), ('test', 'NN'), ('purpose', 'JJ'), ('opinion', 'NN'), ('own', 'JJ'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1517,"this smells amazing and has such a wonderful, creamy texture. it made my hair feel soft and rejuvenated, since it's usually dry. i received this product complimentary for testing purposes. this review was collected as part of a promotion.","[('smell', 'NN'), ('amaz', 'RB'), ('wonderful', 'JJ'), ('creami', 'NN'), ('texture', 'NN'), ('made', 'VBD'), ('hair', 'NN'), ('feel', 'VB'), ('soft', 'JJ'), ('rejuvenated', 'VBN'), ('sinc', 'JJ'), ('usual', 'JJ'), ('dry', 'JJ'), ('receiv', 'NN'), ('product', 'NN'), ('complimentari', 'JJ'), ('test', 'NN'), ('purpose', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1518,"i got this free from influenster and have used it for about a week now. while i'm not so fond of the hair mask or shampoo, this makes your hair so soft. my ends continue to be dry but hey, at least i have soft hair! this review was collected as part of a promotion.","[('got', 'VBD'), ('free', 'JJ'), ('influenst', 'NN'), ('use', 'NN'), ('week', 'NN'), ('now', 'RB'), ('im', 'VBZ'), ('fond', 'NN'), ('hair', 'NN'), ('mask', 'NN'), ('shampoo', 'NNS'), ('make', 'VBP'), ('hair', 'NN'), ('soft', 'JJ'), ('end', 'NN'), ('continu', 'NN'), ('dri', 'NN'), ('hey', 'NN'), ('least', 'JJS'), ('soft', 'JJ'), ('hair', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1519,"i liked this conditioner a lot. it left my hair feeling super soft and bouncy, smelling great and my hair stayed clean feeling for 2 whole days! this review was collected as part of a promotion.","[('like', 'IN'), ('condition', 'NN'), ('lot', 'NN'), ('left', 'VBD'), ('hair', 'NN'), ('feel', 'VB'), ('super', 'JJ'), ('soft', 'JJ'), ('bouncy', 'NN'), ('smell', 'RB'), ('great', 'JJ'), ('hair', 'NN'), ('stay', 'JJ'), ('clean', 'JJ'), ('feel', 'NN'), ('whole', 'JJ'), ('day', 'NN'), ('review', 'VB'), ('collect', 'JJ'), ('part', 'NN'), ('promotion', 'NN')]"
1520,"i like it, it's good to smell it, the smell does not convince me but it does its function very well unravels my hair and that i have it well curly an extra bonus is that it is free of silicones, so it is definitely a product that i would use again, all the free line thanks to influenster, my opinion is based on neither experience. this review was collected as part of a promotion.","[('like', 'IN'), ('it', 'PRP'), ('good', 'JJ'), ('smell', 'NN'), ('it', 'PRP'), ('smell', 'VBZ'), ('convinc', 'JJ'), ('function', 'NN'), ('well', 'RB'), ('unravel', 'JJ'), ('hair', 'NN'), ('well', 'RB'), ('curli', 'JJ'), ('extra', 'JJ'), ('bonu', 'NN'), ('free', 'JJ'), ('silicone', 'NN'), ('definit', 'NN'), ('product', 'NN'), ('would', 'MD'), ('use', 'VB'), ('again', 'RB'), ('free', 'JJ'), ('line', 'NN'), ('thank', 'NN'), ('influenster', 'NN'), ('opinion', 'NN'), ('base', 'NN'), ('neither', 'DT'), ('experience', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
1521,"i received this product for free for testing purposes. this conditioner leaves my hair so silky and smooth. i have pretty thin hair and it didn't leave it feeling dry or anything. i've tried many conditioners where it feels like i didn't even use any conditioner. this product also smells nice and i found that a lot goes a long ways, which is always a plus. overall, i would recommend this product to a friend. this review was collected as part of a promotion.","[('receiv', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('test', 'NN'), ('purpose', 'NN'), ('condition', 'NN'), ('leav', 'FW'), ('hair', 'NN'), ('silki', 'FW'), ('smooth', 'CC'), ('pretti', 'FW'), ('thin', 'JJ'), ('hair', 'NN'), ('leav', 'JJ'), ('feel', 'NN'), ('dri', 'IN'), ('anything', 'NN'), ('iv', 'JJ'), ('tri', 'NN'), ('mani', 'NN'), ('condition', 'NN'), ('feel', 'VBP'), ('like', 'IN'), ('even', 'RB'), ('use', 'VBP'), ('conditioner', 'JJR'), ('product', 'NN'), ('also', 'RB'), ('smell', 'JJ'), ('nice', 'RB'), ('found', 'VBD'), ('lot', 'NN'), ('goe', 'NNS'), ('long', 'JJ'), ('way', 'NN'), ('alway', 'RB'), ('plus', 'CC'), ('overall', 'JJ'), ('would', 'MD'), ('recommend', 'VB'), ('product', 'NN'), ('friend', 'NN'), ('review', 'NN'), ('collect', 'VBP'), ('part', 'NN'), ('promotion', 'NN')]"
